date,unemp_rate,job_openings_index,hires_index,quits_index,cpi_index,real_openings_index,yoy_unemp_rate,yoy_job_openings_index
1998-06-01,4.5,,,,62.94706723891274,,-9.999999999999998,
1998-07-01,4.5,,,,63.10172833777984,,-8.163265306122458,
1998-08-01,4.5,,,,63.1790588872134,,-6.25,
1998-09-01,4.6,,,,63.217724161930164,,-6.122448979591855,
1998-10-01,4.5,,,,63.37238526079728,,-4.255319148936176,
1998-11-01,4.4,,,,63.449715810230835,,-4.347826086956507,
1998-12-01,4.4,,,,63.56571163438116,,-6.382978723404253,
1999-01-01,4.3,,,,63.68170745853149,,-6.521739130434778,
1999-02-01,4.4,,,,63.68170745853149,,-4.347826086956507,
1999-03-01,4.2,,,,63.720372733248276,,-10.63829787234043,
1999-04-01,4.3,,,,64.14569075513282,,0.0,
1999-05-01,4.2,,,,64.1843560298496,,-4.545454545454552,
1999-06-01,4.3,,,,64.1843560298496,,-4.444444444444451,
1999-07-01,4.3,,,,64.45501295286704,,-4.444444444444451,
1999-08-01,4.2,,,,64.60967405173413,,-6.666666666666665,
1999-09-01,4.2,,,,64.88033097475157,,-8.695652173913038,
1999-10-01,4.1,,,,64.9963267989019,,-8.888888888888902,
1999-11-01,4.1,,,,65.11232262305225,,-6.818181818181834,
1999-12-01,4.0,,,,65.26698372191935,,-9.090909090909093,
2000-01-01,4.0,,,,65.46031009550323,,-6.976744186046513,
2000-02-01,4.1,,,,65.73096701852067,,-6.818181818181834,
2000-03-01,4.0,,,,66.11761976568845,,-4.761904761904767,
2000-04-01,3.8,,,,66.07895449097167,,-11.627906976744185,
2000-05-01,4.0,,,,66.19495031512199,,-4.761904761904767,
2000-06-01,4.0,,,,66.58160306228976,,-6.976744186046513,
2000-07-01,4.0,,,,66.77492943587364,,-6.976744186046513,
2000-08-01,4.1,,,,66.77492943587364,,-2.3809523809523947,
2000-09-01,3.9,,,,67.12291690832464,,-7.142857142857151,
2000-10-01,3.9,,,,67.23891273247496,,-4.8780487804877986,
2000-11-01,3.9,,,,67.35490855662529,,-4.8780487804877986,
2000-12-01,3.9,75.95163457232422,91.17795328516216,82.64984227129337,67.5095696554924,112.50498997388439,-2.500000000000002,
2001-01-01,4.2,78.1310643379609,96.15190724248025,93.05993690851734,67.89622240266017,115.07424356336462,5.000000000000004,
2001-02-01,4.2,76.0859829825347,89.11107376911444,87.55377114998566,68.05088350152728,111.80748737939176,2.4390243902439046,
2001-03-01,4.3,71.08523660247799,92.89195093261637,87.58244909664468,68.08954877624406,104.39962942929519,7.499999999999996,
2001-04-01,4.4,68.89087923570682,87.44748781717358,90.70834528247778,68.20554460039439,101.00480780459668,15.789473684210531,
2001-05-01,4.3,66.05463502015226,90.9090909090909,85.83309435044451,68.55353207284539,96.35482377474325,7.499999999999996,
2001-06-01,4.5,65.09926854754441,85.85111745925055,82.53513048465729,68.70819317171248,94.74746102673839,12.5,
2001-07-01,4.6,66.38304224511121,88.11964375735171,84.51390880412963,68.59219734756216,96.77929095745834,14.999999999999991,
2001-08-01,4.9,60.06866696521869,87.7667618887582,83.96902781760825,68.59219734756216,87.5736152041404,19.512195121951237,
2001-09-01,5.0,60.770264218540085,83.24651319106032,77.51648981932894,68.86285427057959,88.24825061673792,28.205128205128215,
2001-10-01,5.3,55.33661740558292,85.33019660561251,80.1548609119587,68.6695278969957,80.58394909688013,35.897435897435905,
2001-11-01,5.5,56.35169428272877,82.5743572508822,73.41554344708919,68.63086262227893,82.10838699911068,41.025641025641036,
2001-12-01,5.7,54.888789371548,81.1460258780037,73.38686550043016,68.59219734756216,80.0219142906621,46.15384615384617,-27.731918238993693
2002-01-01,5.7,55.217196596506945,81.58292723911947,81.58875824490967,68.70819317171248,80.3647920976623,35.71428571428572,-29.32747420710737
2002-02-01,5.7,51.291237498134045,80.67551671987901,73.75967880699741,68.82418899586281,74.52501547271017,35.71428571428572,-32.58779674318226
2002-03-01,5.7,53.91849529780565,79.07914636195598,71.4941210209349,69.0175153694467,78.12291562392983,32.558139534883736,-24.149517009659803
2002-04-01,5.9,51.81370353784147,82.80961182994456,75.25093203326641,69.32683756718092,74.7383053318011,34.09090909090908,-24.788732394366196
2002-05-01,5.8,51.6047171219585,81.61653503612838,72.75595067393175,69.40416811661447,74.35391637466365,34.883720930232556,-21.87570621468926
2002-06-01,5.8,50.9329750709061,81.81818181818183,72.32578147404645,69.44283339133125,73.34518564915615,28.888888888888875,-21.76106397615226
2002-07-01,5.8,50.26123301985371,83.1120820030247,73.44422139374821,69.59749449019836,72.21701497735981,26.086956521739136,-24.286035529570494
2002-08-01,5.7,52.50037319002836,81.85178961519073,73.44422139374821,69.79082086378224,75.22532697028828,16.326530612244895,-12.599403578528822
2002-09-01,5.7,49.27601134497686,81.98622080322635,72.29710352738743,69.90681668793258,70.48813503402303,14.000000000000012,-18.914271677720475
2002-10-01,5.7,51.933124346917445,80.62510502436565,69.48666475480356,70.06147778679967,74.12507698588995,7.547169811320753,-6.150526031831671
